Run	BioSample	AvgSpotLen	Bases	Bytes	DONOR_AGE	Experiment	gender	GEO_Accession	inferred_cell_type	create_date	version	Sample Name
"SRR3564231"	"SAMN05161319"	128	"191.54 M"	"71.46 Mb"	54	"SRX1789843"	"male"	"GSM2173903"	"beta"	"2016-05-2022:20:00Z"	1	"GSM2173903"
"SRR3564232"	"SAMN05161320"	128	"199.89 M"	"75.62 Mb"	54	"SRX1789844"	"male"	"GSM2173904"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173904"
"SRR3564233"	"SAMN05161321"	128	"239.72 M"	"90.03 Mb"	54	"SRX1789845"	"male"	"GSM2173905"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173905"
"SRR3564234"	"SAMN05161322"	128	"264.42 M"	"100.77 Mb"	54	"SRX1789846"	"male"	"GSM2173906"	"ductal"	"2016-05-2022:15:00Z"	1	"GSM2173906"
"SRR3564235"	"SAMN05161323"	128	"213.49 M"	"80.52 Mb"	54	"SRX1789847"	"male"	"GSM2173907"	"alpha"	"2016-05-2022:14:00Z"	1	"GSM2173907"
"SRR3564236"	"SAMN05161324"	128	"197.08 M"	"74.21 Mb"	54	"SRX1789848"	"male"	"GSM2173908"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173908"
"SRR3564237"	"SAMN05161325"	128	"178.72 M"	"68.12 Mb"	54	"SRX1789849"	"male"	"GSM2173909"	"beta"	"2016-05-2022:17:00Z"	1	"GSM2173909"
"SRR3564238"	"SAMN05161326"	128	"219.81 M"	"81.32 Mb"	54	"SRX1789850"	"male"	"GSM2173910"	"beta"	"2016-05-2022:16:00Z"	1	"GSM2173910"
"SRR3564239"	"SAMN05161327"	128	"249.06 M"	"93.23 Mb"	54	"SRX1789851"	"male"	"GSM2173911"	"unsure"	"2016-05-2022:14:00Z"	1	"GSM2173911"
"SRR3564240"	"SAMN05161328"	128	"205.40 M"	"77.46 Mb"	54	"SRX1789852"	"male"	"GSM2173912"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173912"
"SRR3564241"	"SAMN05161329"	128	"208.25 M"	"77.88 Mb"	54	"SRX1789853"	"male"	"GSM2173913"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173913"
"SRR3564242"	"SAMN05161330"	128	"263.71 M"	"98.18 Mb"	54	"SRX1789854"	"male"	"GSM2173914"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173914"
"SRR3564243"	"SAMN05161331"	128	"186.93 M"	"69.96 Mb"	54	"SRX1789855"	"male"	"GSM2173915"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173915"
"SRR3564244"	"SAMN05161332"	128	"147.85 M"	"56.31 Mb"	54	"SRX1789856"	"male"	"GSM2173916"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173916"
"SRR3564245"	"SAMN05161333"	128	"239.91 M"	"90.81 Mb"	54	"SRX1789857"	"male"	"GSM2173917"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173917"
"SRR3564246"	"SAMN05161334"	128	"217.64 M"	"82.85 Mb"	54	"SRX1789858"	"male"	"GSM2173918"	"ductal"	"2016-05-2022:14:00Z"	1	"GSM2173918"
"SRR3564247"	"SAMN05161335"	128	"161.65 M"	"60.97 Mb"	54	"SRX1789859"	"male"	"GSM2173919"	"beta"	"2016-05-2022:18:00Z"	1	"GSM2173919"
"SRR3564248"	"SAMN05161336"	128	"220.51 M"	"82.45 Mb"	54	"SRX1789860"	"male"	"GSM2173920"	"beta"	"2016-05-2022:21:00Z"	1	"GSM2173920"
"SRR3564249"	"SAMN05161337"	128	"124.12 M"	"46.50 Mb"	54	"SRX1789861"	"male"	"GSM2173921"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173921"
"SRR3564250"	"SAMN05161338"	128	"198.66 M"	"74.49 Mb"	54	"SRX1789862"	"male"	"GSM2173922"	"ductal"	"2016-05-2022:15:00Z"	1	"GSM2173922"
"SRR3564251"	"SAMN05161339"	128	"197.99 M"	"74.38 Mb"	54	"SRX1789863"	"male"	"GSM2173923"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173923"
"SRR3564252"	"SAMN05161340"	128	"196.55 M"	"73.70 Mb"	54	"SRX1789864"	"male"	"GSM2173924"	"beta"	"2016-05-2022:20:00Z"	1	"GSM2173924"
"SRR3564253"	"SAMN05161341"	128	"159.61 M"	"60.82 Mb"	54	"SRX1789865"	"male"	"GSM2173925"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173925"
"SRR3564254"	"SAMN05161342"	128	"193.82 M"	"72.93 Mb"	54	"SRX1789866"	"male"	"GSM2173926"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173926"
"SRR3564255"	"SAMN05161343"	128	"223.59 M"	"83.64 Mb"	54	"SRX1789867"	"male"	"GSM2173927"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2173927"
"SRR3564256"	"SAMN05161344"	128	"233.25 M"	"88.43 Mb"	54	"SRX1789868"	"male"	"GSM2173928"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173928"
"SRR3564257"	"SAMN05161124"	128	"258.18 M"	"96.65 Mb"	54	"SRX1789869"	"male"	"GSM2173929"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173929"
"SRR3564258"	"SAMN05161125"	128	"219.24 M"	"83.18 Mb"	54	"SRX1789870"	"male"	"GSM2173930"	"beta"	"2016-05-2022:15:00Z"	1	"GSM2173930"
"SRR3564259"	"SAMN05161126"	128	"222.44 M"	"83.28 Mb"	54	"SRX1789871"	"male"	"GSM2173931"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173931"
"SRR3564260"	"SAMN05161127"	128	"212.59 M"	"80.20 Mb"	54	"SRX1789872"	"male"	"GSM2173932"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2173932"
"SRR3564261"	"SAMN05161128"	128	"159.39 M"	"59.83 Mb"	54	"SRX1789873"	"male"	"GSM2173933"	"beta"	"2016-05-2022:16:00Z"	1	"GSM2173933"
"SRR3564262"	"SAMN05161129"	128	"216.15 M"	"82.46 Mb"	54	"SRX1789874"	"male"	"GSM2173934"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173934"
"SRR3564263"	"SAMN05161130"	128	"142.93 M"	"54.14 Mb"	54	"SRX1789875"	"male"	"GSM2173935"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173935"
"SRR3564264"	"SAMN05161131"	128	"259.93 M"	"96.75 Mb"	54	"SRX1789876"	"male"	"GSM2173936"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173936"
"SRR3564265"	"SAMN05161132"	128	"282.17 M"	"107.12 Mb"	54	"SRX1789877"	"male"	"GSM2173937"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2173937"
"SRR3564266"	"SAMN05161133"	128	"196.22 M"	"73.84 Mb"	54	"SRX1789878"	"male"	"GSM2173938"	"beta"	"2016-05-2022:14:00Z"	1	"GSM2173938"
"SRR3564267"	"SAMN05161134"	128	"152.50 M"	"57.55 Mb"	54	"SRX1789879"	"male"	"GSM2173939"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173939"
"SRR3564268"	"SAMN05161135"	128	"228.68 M"	"85.60 Mb"	54	"SRX1789880"	"male"	"GSM2173940"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2173940"
"SRR3564269"	"SAMN05161136"	128	"128.99 M"	"48.57 Mb"	54	"SRX1789881"	"male"	"GSM2173941"	"beta"	"2016-05-2022:20:00Z"	1	"GSM2173941"
"SRR3564270"	"SAMN05161137"	128	"152.78 M"	"57.37 Mb"	54	"SRX1789882"	"male"	"GSM2173942"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173942"
"SRR3564271"	"SAMN05161138"	128	"173.08 M"	"64.27 Mb"	54	"SRX1789883"	"male"	"GSM2173943"	"beta"	"2016-05-2022:15:00Z"	1	"GSM2173943"
"SRR3564272"	"SAMN05161139"	128	"165.76 M"	"62.87 Mb"	54	"SRX1789884"	"male"	"GSM2173944"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173944"
"SRR3564273"	"SAMN05161140"	128	"186.75 M"	"70.11 Mb"	54	"SRX1789885"	"male"	"GSM2173945"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2173945"
"SRR3564274"	"SAMN05161141"	128	"209.23 M"	"78.28 Mb"	54	"SRX1789886"	"male"	"GSM2173946"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173946"
"SRR3564275"	"SAMN05161142"	128	"153.03 M"	"56.70 Mb"	54	"SRX1789887"	"male"	"GSM2173947"	"unsure"	"2016-05-2022:15:00Z"	1	"GSM2173947"
"SRR3564276"	"SAMN05161143"	128	"173.71 M"	"65.28 Mb"	54	"SRX1789888"	"male"	"GSM2173948"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2173948"
"SRR3564277"	"SAMN05161144"	128	"138.91 M"	"52.67 Mb"	54	"SRX1789889"	"male"	"GSM2173949"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173949"
"SRR3564278"	"SAMN05161145"	128	"166.33 M"	"62.38 Mb"	54	"SRX1789890"	"male"	"GSM2173950"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173950"
"SRR3564279"	"SAMN05161146"	128	"191.81 M"	"71.58 Mb"	54	"SRX1789891"	"male"	"GSM2173951"	"beta"	"2016-05-2022:20:00Z"	1	"GSM2173951"
"SRR3564280"	"SAMN05161147"	128	"267.22 M"	"99.99 Mb"	54	"SRX1789892"	"male"	"GSM2173952"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173952"
"SRR3564281"	"SAMN05161148"	128	"280.24 M"	"104.17 Mb"	54	"SRX1789893"	"male"	"GSM2173953"	"beta"	"2016-05-2022:19:00Z"	1	"GSM2173953"
"SRR3564282"	"SAMN05161149"	128	"265.78 M"	"98.58 Mb"	54	"SRX1789894"	"male"	"GSM2173954"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173954"
"SRR3564283"	"SAMN05161150"	128	"216.72 M"	"82.15 Mb"	54	"SRX1789895"	"male"	"GSM2173955"	"acinar"	"2016-05-2022:17:00Z"	1	"GSM2173955"
"SRR3564284"	"SAMN05161151"	128	"150.85 M"	"56.87 Mb"	54	"SRX1789896"	"male"	"GSM2173956"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173956"
"SRR3564285"	"SAMN05161152"	128	"201.81 M"	"75.40 Mb"	54	"SRX1789897"	"male"	"GSM2173957"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173957"
"SRR3564286"	"SAMN05161153"	128	"155.10 M"	"57.85 Mb"	54	"SRX1789898"	"male"	"GSM2173958"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173958"
"SRR3564287"	"SAMN05161165"	128	"254.46 M"	"96.04 Mb"	54	"SRX1789899"	"male"	"GSM2173959"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2173959"
"SRR3564288"	"SAMN05161166"	128	"240.09 M"	"90.21 Mb"	54	"SRX1789900"	"male"	"GSM2173960"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2173960"
"SRR3564289"	"SAMN05161167"	128	"264.94 M"	"99.16 Mb"	54	"SRX1789901"	"male"	"GSM2173961"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173961"
"SRR3564290"	"SAMN05161168"	128	"189.82 M"	"71.53 Mb"	54	"SRX1789902"	"male"	"GSM2173962"	"beta"	"2016-05-2022:19:00Z"	1	"GSM2173962"
"SRR3564291"	"SAMN05161169"	128	"235.15 M"	"88.03 Mb"	54	"SRX1789903"	"male"	"GSM2173963"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2173963"
"SRR3564292"	"SAMN05161170"	128	"156.88 M"	"59.26 Mb"	54	"SRX1789904"	"male"	"GSM2173964"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173964"
"SRR3564293"	"SAMN05161171"	128	"211.80 M"	"80.10 Mb"	54	"SRX1789905"	"male"	"GSM2173965"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2173965"
"SRR3564294"	"SAMN05161172"	128	"136.20 M"	"56.08 Mb"	54	"SRX1789906"	"male"	"GSM2173966"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2173966"
"SRR3564295"	"SAMN05161173"	128	"244.98 M"	"91.51 Mb"	54	"SRX1789907"	"male"	"GSM2173967"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173967"
"SRR3564296"	"SAMN05161174"	128	"220.59 M"	"82.82 Mb"	54	"SRX1789908"	"male"	"GSM2173968"	"unsure"	"2016-05-2022:17:00Z"	1	"GSM2173968"
"SRR3564297"	"SAMN05161175"	128	"242.24 M"	"90.23 Mb"	54	"SRX1789909"	"male"	"GSM2173969"	"ductal"	"2016-05-2022:16:00Z"	1	"GSM2173969"
"SRR3564298"	"SAMN05161176"	128	"227.18 M"	"85.66 Mb"	54	"SRX1789910"	"male"	"GSM2173970"	"unsure"	"2016-05-2022:16:00Z"	1	"GSM2173970"
"SRR3564299"	"SAMN05161177"	128	"140.99 M"	"52.84 Mb"	54	"SRX1789911"	"male"	"GSM2173971"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2173971"
"SRR3564300"	"SAMN05161178"	128	"210.57 M"	"78.55 Mb"	54	"SRX1789912"	"male"	"GSM2173972"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173972"
"SRR3564301"	"SAMN05161179"	128	"184.22 M"	"69.01 Mb"	54	"SRX1789913"	"male"	"GSM2173973"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2173973"
"SRR3564302"	"SAMN05161180"	128	"210.41 M"	"79.70 Mb"	54	"SRX1789914"	"male"	"GSM2173974"	"beta"	"2016-05-2022:17:00Z"	1	"GSM2173974"
"SRR3564303"	"SAMN05161181"	128	"235.92 M"	"88.08 Mb"	54	"SRX1789915"	"male"	"GSM2173975"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2173975"
"SRR3564304"	"SAMN05161182"	128	"250.79 M"	"94.95 Mb"	54	"SRX1789916"	"male"	"GSM2173976"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173976"
"SRR3564305"	"SAMN05161183"	128	"218.34 M"	"81.94 Mb"	54	"SRX1789917"	"male"	"GSM2173977"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173977"
"SRR3564306"	"SAMN05161184"	128	"192.56 M"	"71.75 Mb"	54	"SRX1789918"	"male"	"GSM2173978"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2173978"
"SRR3564307"	"SAMN05161185"	128	"255.01 M"	"95.22 Mb"	54	"SRX1789919"	"male"	"GSM2173979"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173979"
"SRR3564308"	"SAMN05161186"	128	"191.27 M"	"71.47 Mb"	54	"SRX1789920"	"male"	"GSM2173980"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173980"
"SRR3564309"	"SAMN05161187"	128	"194.05 M"	"72.77 Mb"	54	"SRX1789921"	"male"	"GSM2173981"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173981"
"SRR3564310"	"SAMN05161188"	128	"213.49 M"	"79.83 Mb"	54	"SRX1789922"	"male"	"GSM2173982"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2173982"
"SRR3564311"	"SAMN05161189"	128	"205.88 M"	"77.90 Mb"	54	"SRX1789923"	"male"	"GSM2173983"	"mesenchymal"	"2016-05-2022:16:00Z"	1	"GSM2173983"
"SRR3564312"	"SAMN05161190"	128	"204.41 M"	"77.59 Mb"	54	"SRX1789924"	"male"	"GSM2173984"	"ductal"	"2016-05-2022:17:00Z"	1	"GSM2173984"
"SRR3564313"	"SAMN05161191"	128	"184.44 M"	"69.13 Mb"	54	"SRX1789925"	"male"	"GSM2173985"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2173985"
"SRR3564314"	"SAMN05161192"	128	"236.07 M"	"89.75 Mb"	54	"SRX1789926"	"male"	"GSM2173986"	"acinar"	"2016-05-2022:17:00Z"	1	"GSM2173986"
"SRR3564315"	"SAMN05161193"	128	"247.18 M"	"93.00 Mb"	54	"SRX1789927"	"male"	"GSM2173987"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173987"
"SRR3564316"	"SAMN05161194"	128	"204.33 M"	"76.60 Mb"	54	"SRX1789928"	"male"	"GSM2173988"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2173988"
"SRR3564317"	"SAMN05161195"	128	"213.61 M"	"79.89 Mb"	54	"SRX1789929"	"male"	"GSM2173989"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2173989"
"SRR3564318"	"SAMN05161196"	128	"188.34 M"	"72.28 Mb"	54	"SRX1789930"	"male"	"GSM2173990"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2173990"
"SRR3564319"	"SAMN05161197"	128	"199.44 M"	"74.76 Mb"	54	"SRX1789931"	"male"	"GSM2173991"	"ductal"	"2016-05-2022:17:00Z"	1	"GSM2173991"
"SRR3564320"	"SAMN05161198"	128	"196.80 M"	"75.01 Mb"	54	"SRX1789932"	"male"	"GSM2173992"	"acinar"	"2016-05-2022:17:00Z"	1	"GSM2173992"
"SRR3564321"	"SAMN05161199"	128	"217.67 M"	"81.80 Mb"	54	"SRX1789933"	"male"	"GSM2173993"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2173993"
"SRR3564322"	"SAMN05161200"	128	"216.30 M"	"80.71 Mb"	54	"SRX1789934"	"male"	"GSM2173994"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2173994"
"SRR3564323"	"SAMN05161201"	128	"118.07 M"	"42.92 Mb"	54	"SRX1789935"	"male"	"GSM2173995"	"delta"	"2016-05-2022:15:00Z"	1	"GSM2173995"
"SRR3564324"	"SAMN05161202"	128	"217.40 M"	"80.77 Mb"	54	"SRX1789936"	"male"	"GSM2173996"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2173996"
"SRR3564325"	"SAMN05161203"	128	"209.70 M"	"78.62 Mb"	54	"SRX1789937"	"male"	"GSM2173997"	"unsure"	"2016-05-2022:19:00Z"	1	"GSM2173997"
"SRR3564326"	"SAMN05161204"	128	"230.00 M"	"87.51 Mb"	54	"SRX1789938"	"male"	"GSM2173998"	"unsure"	"2016-05-2022:17:00Z"	1	"GSM2173998"
"SRR3564327"	"SAMN05161205"	128	"236.71 M"	"87.46 Mb"	54	"SRX1789939"	"male"	"GSM2173999"	"beta"	"2016-05-2022:14:00Z"	1	"GSM2173999"
"SRR3564328"	"SAMN05161206"	128	"245.02 M"	"90.89 Mb"	54	"SRX1789940"	"male"	"GSM2174000"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174000"
"SRR3564329"	"SAMN05161207"	128	"269.23 M"	"102.46 Mb"	54	"SRX1789941"	"male"	"GSM2174001"	"mesenchymal"	"2016-05-2022:16:00Z"	1	"GSM2174001"
"SRR3564330"	"SAMN05161209"	128	"208.48 M"	"77.60 Mb"	54	"SRX1789942"	"male"	"GSM2174002"	"acinar"	"2016-05-2022:16:00Z"	1	"GSM2174002"
"SRR3564331"	"SAMN05161210"	128	"269.47 M"	"102.06 Mb"	54	"SRX1789943"	"male"	"GSM2174003"	"mesenchymal"	"2016-05-2022:15:00Z"	1	"GSM2174003"
"SRR3564332"	"SAMN05161211"	128	"168.25 M"	"63.45 Mb"	54	"SRX1789944"	"male"	"GSM2174004"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2174004"
"SRR3564333"	"SAMN05161212"	128	"200.70 M"	"75.54 Mb"	54	"SRX1789945"	"male"	"GSM2174005"	"beta"	"2016-05-2022:20:00Z"	1	"GSM2174005"
"SRR3564334"	"SAMN05161208"	128	"214.73 M"	"80.52 Mb"	54	"SRX1789946"	"male"	"GSM2174006"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2174006"
"SRR3564335"	"SAMN05161213"	128	"278.59 M"	"103.77 Mb"	54	"SRX1789947"	"male"	"GSM2174007"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174007"
"SRR3564336"	"SAMN05161214"	128	"251.20 M"	"94.20 Mb"	54	"SRX1789948"	"male"	"GSM2174008"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174008"
"SRR3564337"	"SAMN05161215"	128	"216.33 M"	"80.08 Mb"	54	"SRX1789949"	"male"	"GSM2174009"	"beta"	"2016-05-2022:15:00Z"	1	"GSM2174009"
"SRR3564338"	"SAMN05161216"	128	"209.43 M"	"78.20 Mb"	54	"SRX1789950"	"male"	"GSM2174010"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2174010"
"SRR3564339"	"SAMN05161217"	128	"152.80 M"	"56.25 Mb"	54	"SRX1789951"	"male"	"GSM2174011"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2174011"
"SRR3564340"	"SAMN05161218"	128	"246.30 M"	"92.01 Mb"	54	"SRX1789952"	"male"	"GSM2174012"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2174012"
"SRR3564341"	"SAMN05161219"	128	"195.27 M"	"73.81 Mb"	54	"SRX1789953"	"male"	"GSM2174013"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2174013"
"SRR3564342"	"SAMN05161220"	128	"204.87 M"	"75.37 Mb"	54	"SRX1789954"	"male"	"GSM2174014"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2174014"
"SRR3564343"	"SAMN05161221"	128	"174.22 M"	"66.09 Mb"	54	"SRX1789955"	"male"	"GSM2174015"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174015"
"SRR3564344"	"SAMN05161222"	128	"201.36 M"	"75.74 Mb"	54	"SRX1789956"	"male"	"GSM2174016"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2174016"
"SRR3564345"	"SAMN05161223"	128	"183.05 M"	"68.65 Mb"	54	"SRX1789957"	"male"	"GSM2174017"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2174017"
"SRR3564346"	"SAMN05161224"	128	"199.17 M"	"75.05 Mb"	54	"SRX1789958"	"male"	"GSM2174018"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174018"
"SRR3564347"	"SAMN05161154"	128	"203.48 M"	"75.95 Mb"	54	"SRX1789959"	"male"	"GSM2174019"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2174019"
"SRR3564348"	"SAMN05161155"	128	"234.31 M"	"88.35 Mb"	54	"SRX1789960"	"male"	"GSM2174020"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174020"
"SRR3564349"	"SAMN05161156"	128	"194.54 M"	"73.25 Mb"	54	"SRX1789961"	"male"	"GSM2174021"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2174021"
"SRR3564350"	"SAMN05161157"	128	"225.50 M"	"85.00 Mb"	54	"SRX1789962"	"male"	"GSM2174022"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2174022"
"SRR3564351"	"SAMN05161158"	128	"216.08 M"	"81.59 Mb"	54	"SRX1789963"	"male"	"GSM2174023"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2174023"
"SRR3564352"	"SAMN05161159"	128	"257.15 M"	"96.49 Mb"	54	"SRX1789964"	"male"	"GSM2174024"	"alpha"	"2016-05-2022:14:00Z"	1	"GSM2174024"
"SRR3564353"	"SAMN05161160"	128	"206.88 M"	"78.45 Mb"	54	"SRX1789965"	"male"	"GSM2174025"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2174025"
"SRR3564354"	"SAMN05161161"	128	"147.99 M"	"56.32 Mb"	54	"SRX1789966"	"male"	"GSM2174026"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174026"
"SRR3564355"	"SAMN05161162"	128	"172.15 M"	"65.21 Mb"	54	"SRX1789967"	"male"	"GSM2174027"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2174027"
"SRR3564356"	"SAMN05161163"	128	"241.62 M"	"91.05 Mb"	54	"SRX1789968"	"male"	"GSM2174028"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2174028"
"SRR3564357"	"SAMN05161164"	128	"184.81 M"	"70.08 Mb"	54	"SRX1789969"	"male"	"GSM2174029"	"mesenchymal"	"2016-05-2022:14:00Z"	1	"GSM2174029"
"SRR3564358"	"SAMN05161482"	128	"242.74 M"	"90.83 Mb"	54	"SRX1789970"	"male"	"GSM2174030"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2174030"
"SRR3564359"	"SAMN05161483"	128	"215.19 M"	"80.72 Mb"	54	"SRX1789971"	"male"	"GSM2174031"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2174031"
"SRR3564360"	"SAMN05161484"	128	"200.01 M"	"74.85 Mb"	54	"SRX1789972"	"male"	"GSM2174032"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2174032"
"SRR3564361"	"SAMN05161485"	128	"169.98 M"	"63.41 Mb"	54	"SRX1789973"	"male"	"GSM2174033"	"beta"	"2016-05-2022:19:00Z"	1	"GSM2174033"
"SRR3564362"	"SAMN05161486"	128	"192.06 M"	"71.87 Mb"	54	"SRX1789974"	"male"	"GSM2174034"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2174034"
"SRR3564363"	"SAMN05161487"	128	"209.62 M"	"78.22 Mb"	54	"SRX1789975"	"male"	"GSM2174035"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2174035"
"SRR3564364"	"SAMN05161488"	128	"217.00 M"	"81.28 Mb"	54	"SRX1789976"	"male"	"GSM2174036"	"alpha"	"2016-05-2022:20:00Z"	1	"GSM2174036"
"SRR3564365"	"SAMN05161489"	128	"243.56 M"	"90.52 Mb"	54	"SRX1789977"	"male"	"GSM2174037"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2174037"
"SRR3564366"	"SAMN05161490"	128	"186.28 M"	"69.93 Mb"	54	"SRX1789978"	"male"	"GSM2174038"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2174038"
"SRR3564367"	"SAMN05161491"	128	"221.09 M"	"82.67 Mb"	54	"SRX1789979"	"male"	"GSM2174039"	"alpha"	"2016-05-2022:15:00Z"	1	"GSM2174039"
"SRR3564368"	"SAMN05161492"	128	"285.09 M"	"107.85 Mb"	54	"SRX1789980"	"male"	"GSM2174040"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2174040"
"SRR3564369"	"SAMN05161493"	128	"213.49 M"	"80.06 Mb"	54	"SRX1789981"	"male"	"GSM2174041"	"alpha"	"2016-05-2022:21:00Z"	1	"GSM2174041"
"SRR3564370"	"SAMN05161494"	128	"281.46 M"	"107.22 Mb"	54	"SRX1789982"	"male"	"GSM2174042"	"acinar"	"2016-05-2022:15:00Z"	1	"GSM2174042"
"SRR3564371"	"SAMN05161495"	128	"72.17 M"	"26.16 Mb"	54	"SRX1789983"	"male"	"GSM2174043"	"alpha"	"2016-05-2022:14:00Z"	1	"GSM2174043"
"SRR3564372"	"SAMN05161496"	128	"165.79 M"	"62.66 Mb"	54	"SRX1789984"	"male"	"GSM2174044"	"alpha"	"2016-05-2022:17:00Z"	1	"GSM2174044"
"SRR3564373"	"SAMN05161497"	128	"163.72 M"	"60.98 Mb"	54	"SRX1789985"	"male"	"GSM2174045"	"alpha"	"2016-05-2022:16:00Z"	1	"GSM2174045"
"SRR3564374"	"SAMN05161498"	128	"126.72 M"	"47.39 Mb"	54	"SRX1789986"	"male"	"GSM2174046"	"alpha"	"2016-05-2022:19:00Z"	1	"GSM2174046"
"SRR3564375"	"SAMN05161499"	128	"294.07 M"	"109.57 Mb"	54	"SRX1789987"	"male"	"GSM2174047"	"alpha"	"2016-05-2022:18:00Z"	1	"GSM2174047"
