Run	BioSample	AvgSpotLen	Bases	Bytes	DONOR_AGE	Experiment	gender	GEO_Accession	inferred_cell_type	create_date	version	Sample Name
"SRR3562210"	"SAMN05159684"	127	"205.54 M"	"79.52 Mb"	21	"SRX1787822"	"male"	"GSM2171880"	"alpha"	"2016-05-2021:39:00Z"	1	"GSM2171880"
"SRR3562211"	"SAMN05159685"	128	"179.14 M"	"68.12 Mb"	21	"SRX1787823"	"male"	"GSM2171881"	"alpha"	"2016-05-2021:39:00Z"	1	"GSM2171881"
"SRR3562212"	"SAMN05159686"	128	"69.57 M"	"24.37 Mb"	21	"SRX1787824"	"male"	"GSM2171882"	"acinar"	"2016-05-2021:38:00Z"	1	"GSM2171882"
"SRR3562213"	"SAMN05159687"	127	"195.50 M"	"74.97 Mb"	21	"SRX1787825"	"male"	"GSM2171883"	"alpha"	"2016-05-2021:39:00Z"	1	"GSM2171883"
"SRR3562214"	"SAMN05159688"	128	"140.41 M"	"53.14 Mb"	21	"SRX1787826"	"male"	"GSM2171884"	"alpha"	"2016-05-2021:38:00Z"	1	"GSM2171884"
"SRR3562215"	"SAMN05159689"	128	"194.92 M"	"74.54 Mb"	21	"SRX1787827"	"male"	"GSM2171885"	"alpha"	"2016-05-2021:39:00Z"	1	"GSM2171885"
"SRR3562216"	"SAMN05159690"	128	"198.51 M"	"72.28 Mb"	21	"SRX1787828"	"male"	"GSM2171886"	"unsure"	"2016-05-2021:39:00Z"	1	"GSM2171886"
"SRR3562217"	"SAMN05159691"	127	"100.29 M"	"40.37 Mb"	21	"SRX1787829"	"male"	"GSM2171887"	"unsure"	"2016-05-2021:39:00Z"	1	"GSM2171887"
"SRR3562218"	"SAMN05159692"	128	"98.48 M"	"34.15 Mb"	21	"SRX1787830"	"male"	"GSM2171888"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171888"
"SRR3562219"	"SAMN05159693"	128	"71.22 M"	"25.12 Mb"	21	"SRX1787831"	"male"	"GSM2171889"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171889"
"SRR3562220"	"SAMN05159694"	128	"84.43 M"	"29.45 Mb"	21	"SRX1787832"	"male"	"GSM2171890"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171890"
"SRR3562221"	"SAMN05159695"	128	"54.20 M"	"19.02 Mb"	21	"SRX1787833"	"male"	"GSM2171891"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171891"
"SRR3562222"	"SAMN05159696"	127	"150.33 M"	"57.26 Mb"	21	"SRX1787834"	"male"	"GSM2171892"	"unsure"	"2016-05-2021:39:00Z"	1	"GSM2171892"
"SRR3562223"	"SAMN05159697"	128	"86.11 M"	"30.18 Mb"	21	"SRX1787835"	"male"	"GSM2171893"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171893"
"SRR3562224"	"SAMN05159698"	128	"37.71 M"	"13.60 Mb"	21	"SRX1787836"	"male"	"GSM2171894"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171894"
"SRR3562225"	"SAMN05159699"	127	"174.95 M"	"66.79 Mb"	21	"SRX1787837"	"male"	"GSM2171895"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171895"
"SRR3562226"	"SAMN05159700"	128	"98.29 M"	"34.42 Mb"	21	"SRX1787838"	"male"	"GSM2171896"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171896"
"SRR3562227"	"SAMN05159701"	128	"53.69 M"	"18.73 Mb"	21	"SRX1787839"	"male"	"GSM2171897"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171897"
"SRR3562228"	"SAMN05159702"	128	"57.23 M"	"19.96 Mb"	21	"SRX1787840"	"male"	"GSM2171898"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171898"
"SRR3562229"	"SAMN05159703"	128	"106.87 M"	"37.20 Mb"	21	"SRX1787841"	"male"	"GSM2171899"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171899"
"SRR3562230"	"SAMN05159704"	128	"66.73 M"	"23.25 Mb"	21	"SRX1787842"	"male"	"GSM2171900"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171900"
"SRR3562231"	"SAMN05159705"	128	"57.55 M"	"20.17 Mb"	21	"SRX1787843"	"male"	"GSM2171901"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171901"
"SRR3562232"	"SAMN05159706"	128	"99.45 M"	"37.57 Mb"	21	"SRX1787844"	"male"	"GSM2171902"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171902"
"SRR3562233"	"SAMN05159707"	128	"139.65 M"	"53.43 Mb"	21	"SRX1787845"	"male"	"GSM2171903"	"unsure"	"2016-05-2021:39:00Z"	1	"GSM2171903"
"SRR3562234"	"SAMN05159708"	128	"190.38 M"	"73.68 Mb"	21	"SRX1787846"	"male"	"GSM2171904"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171904"
"SRR3562235"	"SAMN05159709"	128	"54.95 M"	"19.18 Mb"	21	"SRX1787847"	"male"	"GSM2171905"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171905"
"SRR3562236"	"SAMN05159710"	128	"145.55 M"	"54.81 Mb"	21	"SRX1787848"	"male"	"GSM2171906"	"alpha"	"2016-05-2021:39:00Z"	1	"GSM2171906"
"SRR3562237"	"SAMN05159711"	127	"182.69 M"	"71.34 Mb"	21	"SRX1787849"	"male"	"GSM2171907"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171907"
"SRR3562238"	"SAMN05159712"	128	"191.92 M"	"71.86 Mb"	21	"SRX1787850"	"male"	"GSM2171908"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171908"
"SRR3562239"	"SAMN05159713"	128	"70.23 M"	"24.45 Mb"	21	"SRX1787851"	"male"	"GSM2171909"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171909"
"SRR3562240"	"SAMN05159654"	128	"47.04 M"	"16.40 Mb"	21	"SRX1787852"	"male"	"GSM2171910"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171910"
"SRR3562241"	"SAMN05159655"	128	"65.10 M"	"22.41 Mb"	21	"SRX1787853"	"male"	"GSM2171911"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171911"
"SRR3562242"	"SAMN05159656"	127	"178.11 M"	"69.91 Mb"	21	"SRX1787854"	"male"	"GSM2171912"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171912"
"SRR3562243"	"SAMN05159657"	127	"150.35 M"	"57.70 Mb"	21	"SRX1787855"	"male"	"GSM2171913"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171913"
"SRR3562244"	"SAMN05159658"	128	"65.05 M"	"22.71 Mb"	21	"SRX1787856"	"male"	"GSM2171914"	"acinar"	"2016-05-2021:39:00Z"	1	"GSM2171914"
"SRR3562245"	"SAMN05159659"	128	"103.09 M"	"35.90 Mb"	21	"SRX1787857"	"male"	"GSM2171915"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171915"
"SRR3562246"	"SAMN05159660"	127	"168.90 M"	"65.81 Mb"	21	"SRX1787858"	"male"	"GSM2171916"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171916"
"SRR3562247"	"SAMN05159661"	128	"89.13 M"	"31.47 Mb"	21	"SRX1787859"	"male"	"GSM2171917"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171917"
"SRR3562248"	"SAMN05159662"	128	"80.29 M"	"28.07 Mb"	21	"SRX1787860"	"male"	"GSM2171918"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171918"
"SRR3562249"	"SAMN05159663"	128	"67.05 M"	"23.46 Mb"	21	"SRX1787861"	"male"	"GSM2171919"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171919"
"SRR3562250"	"SAMN05159664"	128	"59.27 M"	"20.76 Mb"	21	"SRX1787862"	"male"	"GSM2171920"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171920"
"SRR3562251"	"SAMN05159665"	127	"147.07 M"	"57.42 Mb"	21	"SRX1787863"	"male"	"GSM2171921"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171921"
"SRR3562252"	"SAMN05159666"	127	"192.56 M"	"76.21 Mb"	21	"SRX1787864"	"male"	"GSM2171922"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171922"
"SRR3562253"	"SAMN05159667"	128	"84.21 M"	"29.09 Mb"	21	"SRX1787865"	"male"	"GSM2171923"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171923"
"SRR3562254"	"SAMN05159668"	127	"171.50 M"	"66.96 Mb"	21	"SRX1787866"	"male"	"GSM2171924"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171924"
"SRR3562255"	"SAMN05159669"	127	"190.67 M"	"71.60 Mb"	21	"SRX1787867"	"male"	"GSM2171925"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171925"
"SRR3562256"	"SAMN05159670"	128	"101.39 M"	"35.24 Mb"	21	"SRX1787868"	"male"	"GSM2171926"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171926"
"SRR3562257"	"SAMN05159671"	128	"143.90 M"	"54.08 Mb"	21	"SRX1787869"	"male"	"GSM2171927"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171927"
"SRR3562258"	"SAMN05159672"	128	"67.73 M"	"23.63 Mb"	21	"SRX1787870"	"male"	"GSM2171928"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171928"
"SRR3562259"	"SAMN05159673"	128	"204.67 M"	"77.37 Mb"	21	"SRX1787871"	"male"	"GSM2171929"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171929"
"SRR3562260"	"SAMN05159674"	128	"85.10 M"	"29.35 Mb"	21	"SRX1787872"	"male"	"GSM2171930"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171930"
"SRR3562261"	"SAMN05159675"	128	"70.10 M"	"24.36 Mb"	21	"SRX1787873"	"male"	"GSM2171931"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171931"
"SRR3562262"	"SAMN05159676"	128	"212.82 M"	"81.83 Mb"	21	"SRX1787874"	"male"	"GSM2171932"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171932"
"SRR3562263"	"SAMN05159677"	128	"59.56 M"	"20.71 Mb"	21	"SRX1787875"	"male"	"GSM2171933"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171933"
"SRR3562264"	"SAMN05159678"	127	"208.06 M"	"83.35 Mb"	21	"SRX1787876"	"male"	"GSM2171934"	"delta"	"2016-05-2021:40:00Z"	1	"GSM2171934"
"SRR3562265"	"SAMN05159679"	128	"68.74 M"	"23.87 Mb"	21	"SRX1787877"	"male"	"GSM2171935"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171935"
"SRR3562266"	"SAMN05159680"	127	"188.24 M"	"78.07 Mb"	21	"SRX1787878"	"male"	"GSM2171936"	"delta"	"2016-05-2021:40:00Z"	1	"GSM2171936"
"SRR3562267"	"SAMN05159682"	128	"105.69 M"	"38.68 Mb"	21	"SRX1787879"	"male"	"GSM2171937"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171937"
"SRR3562268"	"SAMN05159683"	127	"149.87 M"	"58.15 Mb"	21	"SRX1787880"	"male"	"GSM2171938"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171938"
"SRR3562269"	"SAMN05159714"	128	"38.56 M"	"13.50 Mb"	21	"SRX1787881"	"male"	"GSM2171939"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171939"
"SRR3562270"	"SAMN05159681"	127	"160.41 M"	"68.16 Mb"	21	"SRX1787882"	"male"	"GSM2171940"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171940"
"SRR3562271"	"SAMN05159715"	128	"73.68 M"	"25.67 Mb"	21	"SRX1787883"	"male"	"GSM2171941"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171941"
"SRR3562272"	"SAMN05159716"	128	"58.22 M"	"20.26 Mb"	21	"SRX1787884"	"male"	"GSM2171942"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171942"
"SRR3562273"	"SAMN05159717"	128	"68.10 M"	"23.76 Mb"	21	"SRX1787885"	"male"	"GSM2171943"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171943"
"SRR3562274"	"SAMN05159718"	127	"62.72 M"	"22.11 Mb"	21	"SRX1787886"	"male"	"GSM2171944"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171944"
"SRR3562275"	"SAMN05159719"	127	"179.01 M"	"70.19 Mb"	21	"SRX1787887"	"male"	"GSM2171945"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171945"
"SRR3562276"	"SAMN05159720"	128	"47.77 M"	"16.63 Mb"	21	"SRX1787888"	"male"	"GSM2171946"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171946"
"SRR3562277"	"SAMN05159721"	127	"162.39 M"	"62.10 Mb"	21	"SRX1787889"	"male"	"GSM2171947"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171947"
"SRR3562278"	"SAMN05159722"	128	"69.52 M"	"24.31 Mb"	21	"SRX1787890"	"male"	"GSM2171948"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171948"
"SRR3562279"	"SAMN05159723"	128	"72.35 M"	"25.21 Mb"	21	"SRX1787891"	"male"	"GSM2171949"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171949"
"SRR3562280"	"SAMN05159724"	128	"83.43 M"	"28.97 Mb"	21	"SRX1787892"	"male"	"GSM2171950"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171950"
"SRR3562281"	"SAMN05159725"	127	"133.67 M"	"53.03 Mb"	21	"SRX1787893"	"male"	"GSM2171951"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171951"
"SRR3562282"	"SAMN05159726"	128	"76.40 M"	"26.58 Mb"	21	"SRX1787894"	"male"	"GSM2171952"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171952"
"SRR3562283"	"SAMN05159727"	128	"223.98 M"	"81.10 Mb"	21	"SRX1787895"	"male"	"GSM2171953"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171953"
"SRR3562284"	"SAMN05159728"	128	"70.75 M"	"24.59 Mb"	21	"SRX1787896"	"male"	"GSM2171954"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171954"
"SRR3562285"	"SAMN05159729"	128	"44.24 M"	"15.67 Mb"	21	"SRX1787897"	"male"	"GSM2171955"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171955"
"SRR3562286"	"SAMN05159730"	128	"40.99 M"	"14.37 Mb"	21	"SRX1787898"	"male"	"GSM2171956"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171956"
"SRR3562287"	"SAMN05159731"	128	"111.49 M"	"43.18 Mb"	21	"SRX1787899"	"male"	"GSM2171957"	"unsure"	"2016-05-2021:40:00Z"	1	"GSM2171957"
"SRR3562288"	"SAMN05159732"	128	"74.20 M"	"25.95 Mb"	21	"SRX1787900"	"male"	"GSM2171958"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171958"
"SRR3562289"	"SAMN05159733"	127	"189.62 M"	"75.85 Mb"	21	"SRX1787901"	"male"	"GSM2171959"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171959"
"SRR3562290"	"SAMN05159734"	128	"53.89 M"	"18.80 Mb"	21	"SRX1787902"	"male"	"GSM2171960"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171960"
"SRR3562291"	"SAMN05159735"	128	"71.24 M"	"24.78 Mb"	21	"SRX1787903"	"male"	"GSM2171961"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171961"
"SRR3562292"	"SAMN05159736"	128	"87.36 M"	"30.31 Mb"	21	"SRX1787904"	"male"	"GSM2171962"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171962"
"SRR3562293"	"SAMN05159737"	127	"181.70 M"	"72.48 Mb"	21	"SRX1787905"	"male"	"GSM2171963"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171963"
"SRR3562294"	"SAMN05159738"	128	"57.46 M"	"19.99 Mb"	21	"SRX1787906"	"male"	"GSM2171964"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171964"
"SRR3562295"	"SAMN05159739"	128	"41.87 M"	"14.72 Mb"	21	"SRX1787907"	"male"	"GSM2171965"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171965"
"SRR3562296"	"SAMN05159742"	128	"175.93 M"	"66.93 Mb"	21	"SRX1787908"	"male"	"GSM2171966"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171966"
"SRR3562297"	"SAMN05159743"	127	"126.36 M"	"53.20 Mb"	21	"SRX1787909"	"male"	"GSM2171967"	"alpha"	"2016-05-2021:40:00Z"	1	"GSM2171967"
"SRR3562298"	"SAMN05159744"	128	"58.36 M"	"20.44 Mb"	21	"SRX1787910"	"male"	"GSM2171968"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171968"
"SRR3562299"	"SAMN05159745"	128	"51.41 M"	"17.94 Mb"	21	"SRX1787911"	"male"	"GSM2171969"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171969"
"SRR3562300"	"SAMN05159740"	128	"174.35 M"	"63.53 Mb"	21	"SRX1787912"	"male"	"GSM2171970"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171970"
"SRR3562301"	"SAMN05159741"	128	"69.58 M"	"24.43 Mb"	21	"SRX1787913"	"male"	"GSM2171971"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171971"
"SRR3562302"	"SAMN05159746"	127	"156.79 M"	"62.64 Mb"	21	"SRX1787914"	"male"	"GSM2171972"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171972"
"SRR3562303"	"SAMN05159747"	128	"59.96 M"	"20.85 Mb"	21	"SRX1787915"	"male"	"GSM2171973"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171973"
"SRR3562304"	"SAMN05159748"	128	"57.85 M"	"20.12 Mb"	21	"SRX1787916"	"male"	"GSM2171974"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171974"
"SRR3562305"	"SAMN05159749"	127	"170.34 M"	"65.31 Mb"	21	"SRX1787917"	"male"	"GSM2171975"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171975"
"SRR3562306"	"SAMN05159750"	128	"152.53 M"	"56.57 Mb"	21	"SRX1787918"	"male"	"GSM2171976"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171976"
"SRR3562307"	"SAMN05159751"	128	"185.78 M"	"68.58 Mb"	21	"SRX1787919"	"male"	"GSM2171977"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171977"
"SRR3562308"	"SAMN05159752"	127	"90.85 M"	"36.12 Mb"	21	"SRX1787920"	"male"	"GSM2171978"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171978"
"SRR3562309"	"SAMN05159753"	128	"65.61 M"	"22.92 Mb"	21	"SRX1787921"	"male"	"GSM2171979"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171979"
"SRR3562311"	"SAMN05159755"	128	"201.05 M"	"75.97 Mb"	21	"SRX1787923"	"male"	"GSM2171981"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171981"
"SRR3562312"	"SAMN05159756"	128	"64.66 M"	"22.67 Mb"	21	"SRX1787924"	"male"	"GSM2171982"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171982"
"SRR3562313"	"SAMN05159757"	128	"123.66 M"	"43.28 Mb"	21	"SRX1787925"	"male"	"GSM2171983"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171983"
"SRR3562314"	"SAMN05159758"	128	"37.63 M"	"13.15 Mb"	21	"SRX1787926"	"male"	"GSM2171984"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171984"
"SRR3562315"	"SAMN05159759"	127	"154.49 M"	"61.70 Mb"	21	"SRX1787927"	"male"	"GSM2171985"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171985"
"SRR3562316"	"SAMN05159760"	128	"53.37 M"	"18.57 Mb"	21	"SRX1787928"	"male"	"GSM2171986"	"acinar"	"2016-05-2021:40:00Z"	1	"GSM2171986"
"SRR3562317"	"SAMN05159761"	127	"113.18 M"	"43.56 Mb"	21	"SRX1787929"	"male"	"GSM2171987"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171987"
"SRR3562318"	"SAMN05159762"	128	"56.48 M"	"19.64 Mb"	21	"SRX1787930"	"male"	"GSM2171988"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171988"
"SRR3562319"	"SAMN05159763"	127	"82.22 M"	"29.56 Mb"	21	"SRX1787931"	"male"	"GSM2171989"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171989"
"SRR3562320"	"SAMN05159764"	127	"187.36 M"	"72.36 Mb"	21	"SRX1787932"	"male"	"GSM2171990"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171990"
"SRR3562321"	"SAMN05159765"	128	"61.26 M"	"21.49 Mb"	21	"SRX1787933"	"male"	"GSM2171991"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171991"
"SRR3562322"	"SAMN05159766"	128	"72.34 M"	"25.13 Mb"	21	"SRX1787934"	"male"	"GSM2171992"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171992"
"SRR3562323"	"SAMN05159767"	128	"69.15 M"	"24.00 Mb"	21	"SRX1787935"	"male"	"GSM2171993"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171993"
"SRR3562324"	"SAMN05159768"	128	"72.65 M"	"25.29 Mb"	21	"SRX1787936"	"male"	"GSM2171994"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171994"
"SRR3562325"	"SAMN05159769"	127	"180.07 M"	"70.16 Mb"	21	"SRX1787937"	"male"	"GSM2171995"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2171995"
"SRR3562326"	"SAMN05159770"	128	"185.37 M"	"68.28 Mb"	21	"SRX1787938"	"male"	"GSM2171996"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171996"
"SRR3562327"	"SAMN05159771"	127	"140.01 M"	"57.02 Mb"	21	"SRX1787939"	"male"	"GSM2171997"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2171997"
"SRR3562328"	"SAMN05159772"	128	"58.71 M"	"20.53 Mb"	21	"SRX1787940"	"male"	"GSM2171998"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171998"
"SRR3562329"	"SAMN05159773"	128	"47.41 M"	"16.63 Mb"	21	"SRX1787941"	"male"	"GSM2171999"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2171999"
"SRR3562330"	"SAMN05159463"	127	"148.95 M"	"56.75 Mb"	21	"SRX1787942"	"male"	"GSM2172000"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172000"
"SRR3562331"	"SAMN05159464"	127	"190.85 M"	"72.87 Mb"	21	"SRX1787943"	"male"	"GSM2172001"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172001"
"SRR3562332"	"SAMN05159465"	127	"163.92 M"	"64.22 Mb"	21	"SRX1787944"	"male"	"GSM2172002"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172002"
"SRR3562333"	"SAMN05159466"	127	"186.84 M"	"73.39 Mb"	21	"SRX1787945"	"male"	"GSM2172003"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172003"
"SRR3562334"	"SAMN05159467"	128	"100.61 M"	"35.08 Mb"	21	"SRX1787946"	"male"	"GSM2172004"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2172004"
"SRR3562335"	"SAMN05159468"	127	"215.53 M"	"83.93 Mb"	21	"SRX1787947"	"male"	"GSM2172005"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172005"
"SRR3562336"	"SAMN05159469"	127	"198.05 M"	"76.10 Mb"	21	"SRX1787948"	"male"	"GSM2172006"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172006"
"SRR3562337"	"SAMN05159470"	128	"75.57 M"	"26.28 Mb"	21	"SRX1787949"	"male"	"GSM2172007"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2172007"
"SRR3562338"	"SAMN05159471"	128	"147.99 M"	"56.28 Mb"	21	"SRX1787950"	"male"	"GSM2172008"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172008"
"SRR3562339"	"SAMN05159472"	127	"183.02 M"	"72.36 Mb"	21	"SRX1787951"	"male"	"GSM2172009"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172009"
"SRR3562340"	"SAMN05159473"	126	"215.51 M"	"87.02 Mb"	21	"SRX1787952"	"male"	"GSM2172010"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172010"
"SRR3562341"	"SAMN05159474"	128	"58.76 M"	"20.54 Mb"	21	"SRX1787953"	"male"	"GSM2172011"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2172011"
"SRR3562342"	"SAMN05159475"	128	"41.97 M"	"14.70 Mb"	21	"SRX1787954"	"male"	"GSM2172012"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2172012"
"SRR3562343"	"SAMN05159476"	126	"204.14 M"	"94.88 Mb"	21	"SRX1787955"	"male"	"GSM2172013"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172013"
"SRR3562344"	"SAMN05159477"	128	"54.46 M"	"19.10 Mb"	21	"SRX1787956"	"male"	"GSM2172014"	"acinar"	"2016-05-2021:41:00Z"	1	"GSM2172014"
"SRR3562345"	"SAMN05159478"	128	"299.73 M"	"139.44 Mb"	21	"SRX1787957"	"male"	"GSM2172015"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172015"
"SRR3562346"	"SAMN05159479"	127	"362.73 M"	"161.82 Mb"	21	"SRX1787958"	"male"	"GSM2172016"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172016"
"SRR3562347"	"SAMN05159480"	127	"249.04 M"	"111.80 Mb"	21	"SRX1787959"	"male"	"GSM2172017"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172017"
"SRR3562348"	"SAMN05159481"	127	"233.40 M"	"103.40 Mb"	21	"SRX1787960"	"male"	"GSM2172018"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172018"
"SRR3562349"	"SAMN05159482"	127	"140.64 M"	"62.74 Mb"	21	"SRX1787961"	"male"	"GSM2172019"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172019"
"SRR3562350"	"SAMN05159483"	127	"289.88 M"	"129.74 Mb"	21	"SRX1787962"	"male"	"GSM2172020"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172020"
"SRR3562351"	"SAMN05159484"	127	"487.22 M"	"219.02 Mb"	21	"SRX1787963"	"male"	"GSM2172021"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172021"
"SRR3562352"	"SAMN05159485"	127	"198.45 M"	"89.06 Mb"	21	"SRX1787964"	"male"	"GSM2172022"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172022"
"SRR3562353"	"SAMN05159486"	127	"308.16 M"	"140.66 Mb"	21	"SRX1787965"	"male"	"GSM2172023"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172023"
"SRR3562354"	"SAMN05159487"	127	"349.50 M"	"156.84 Mb"	21	"SRX1787966"	"male"	"GSM2172024"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172024"
"SRR3562355"	"SAMN05159488"	127	"324.27 M"	"145.84 Mb"	21	"SRX1787967"	"male"	"GSM2172025"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172025"
